Store_Number,Store_Founded,Store_Type,Store_Size,Store_Location_Type,Item_Number,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Store_Sales_Value
STR013,1987,Supermarket,High,Tier 3,FDN13,18.6,Low Fat,0.151931742,Breakfast,101.1358,1105.8938
STR027,1985,Cold Storage,Medium,Tier 3,DRN59,,Low Fat,0.063831013,Hard Drinks,46.206,1304.968
STR017,2007,Supermarket,Small,Tier 2,FDU02,13.35,Low Fat,0.103091351,Dairy,229.9352,2519.3872
STR018,2009,Convenience,Medium,Tier 3,FDZ58,17.85,Low Fat,0.052389407,Snack Foods,120.9072,2817.6656
STR013,1987,Supermarket,High,Tier 3,NCQ38,16.35,Low Fat,0.013355306,Others,105.528,2024.032
STR045,2002,Supermarket,Small,Tier 2,FDF39,14.85,Regular,0.019550858,Dairy,263.791,4207.856
STR017,2007,Supermarket,Small,Tier 2,FDT03,21.25,Low Fat,0.01005532,Meat,183.1608,2756.412
STR013,1987,Supermarket,High,Tier 3,FDN09,14.15,Low Fat,0.034845668,Snack Foods,242.7828,3167.8764
STR035,2004,Supermarket,Small,Tier 2,FDJ02,17.2,Regular,0.025162022,Canned,145.9418,1765.7016
STR027,1985,Cold Storage,Medium,Tier 3,FDN44,,Low Fat,0.022685222,Fruits and Vegetables,161.592,4314.384
STR045,2002,Supermarket,Small,Tier 2,FDQ34,10.85,Low Fat,0.162571649,Snack Foods,107.4622,529.311
STR046,1997,Supermarket,Small,Tier 1,FDX31,20.35,Regular,0.014825605,Fruits and Vegetables,233.2958,4206.5244
STR010,1998,Grocery Store,Small,Tier 3,NCH55,16.35,Low Fat,0.058034349,Household,124.802,253.004
STR046,1997,Supermarket,Small,Tier 1,DRM47,9.3,Low Fat,0.043785694,Hard Drinks,191.6846,3057.3536
STR027,1985,Cold Storage,Medium,Tier 3,DRL01,,Regular,0.076798609,Soft Drinks,231.8958,8413.0488
STR017,2007,Supermarket,Small,Tier 2,FDO12,15.75,Low Fat,0.055241242,Baking Goods,196.5452,3131.9232
STR045,2002,Supermarket,Small,Tier 2,NCK30,14.85,Low Fat,0.061102235,Household,253.2698,2283.0282
STR017,2007,Supermarket,Small,Tier 2,FDP16,18.6,Low Fat,0.039517121,Frozen Foods,243.6802,5896.3248
STR018,2009,Convenience,Medium,Tier 3,NCG06,16.35,Low Fat,0.029565309,Household,256.4646,515.3292
STR046,1997,Supermarket,Small,Tier 1,FDX36,9.695,Regular,0.128283243,Baking Goods,226.1404,3375.606
STR017,2007,Supermarket,Small,Tier 2,FDT09,15.15,Regular,0.012332667,Snack Foods,130.0284,3559.3668
STR035,2004,Supermarket,Small,Tier 2,FDF08,14.3,Regular,0.065195229,Fruits and Vegetables,88.9856,1669.8264
STR010,1998,Grocery Store,Small,Tier 3,FDA43,10.895,Low Fat,0.108253944,Fruits and Vegetables,194.8794,585.2382
STR017,2007,Supermarket,Small,Tier 2,NCN06,8.39,Low Fat,0.121178848,Household,165.1868,2784.3756
STR013,1987,Supermarket,High,Tier 3,DRF15,18.35,Low Fat,0,Dairy,151.934,306.268
STR013,1987,Supermarket,High,Tier 3,NCX05,15.2,Low Fat,0.09698132,Health and Hygiene,116.3492,2548.6824
STR035,2004,Supermarket,Small,Tier 2,FDM21,20.2,Low Fat,0.064351908,Snack Foods,259.4646,2061.3168
STR027,1985,Cold Storage,Medium,Tier 3,NCG54,,Low Fat,0.079419801,Household,172.3106,5475.5392
STR045,2002,Supermarket,Small,Tier 2,FDD26,8.71,Regular,0.072301795,Canned,185.6924,3331.6632
STR035,2004,Supermarket,Small,Tier 2,FDU23,12.15,Low Fat,0.021719387,Breads,163.1184,3467.4864
STR045,2002,Supermarket,Small,Tier 2,FDO37,8.06,Low Fat,0.021420031,Breakfast,232.0326,3003.4238
STR010,1998,Grocery Store,Small,Tier 3,FDP19,11.5,Low Fat,0.290430317,Fruits and Vegetables,130.6652,258.3304
STR046,1997,Supermarket,Small,Tier 1,FDT13,14.85,Low Fat,0.018571641,Canned,187.3214,4333.6922
STR018,2009,Convenience,Medium,Tier 3,FDY07,11.8,Low Fat,0,Fruits and Vegetables,45.2402,1148.505
STR049,1999,Supermarket,Medium,Tier 1,DRI47,14.7,Low Fat,0.020952705,Hard Drinks,143.5128,2444.8176
STR019,1985,Grocery Store,Small,Tier 1,NCW42,,Low Fat,0.102371638,Household,221.2456,663.1368
STR013,1987,Supermarket,High,Tier 3,NCQ50,18.75,Low Fat,0.034278798,Household,214.1218,4488.1578
STR045,2002,Supermarket,Small,Tier 2,FDQ09,7.235,Low Fat,0,Snack Foods,115.1834,1382.2008
STR027,1985,Cold Storage,Medium,Tier 3,FDI20,,Low Fat,0.038377013,Fruits and Vegetables,211.5586,4432.2306
STR049,1999,Supermarket,Medium,Tier 1,NCP05,19.6,Low Fat,0.025325897,Health and Hygiene,150.9024,3795.06
STR017,2007,Supermarket,Small,Tier 2,FDH02,7.27,Regular,0.020898691,Canned,92.2488,814.9392
STR045,2002,Supermarket,Small,Tier 2,FDH45,15.1,Regular,0.105881129,Fruits and Vegetables,42.0796,454.0756
STR010,1998,Grocery Store,Small,Tier 3,DRG49,7.81,Low Fat,0.112906337,Soft Drinks,243.5486,488.6972
STR035,2004,Supermarket,Small,Tier 2,FDA37,7.81,Regular,0.055216312,Canned,125.5046,3237.1196
STR017,2007,Supermarket,Small,Tier 2,FDS13,6.465,Low Fat,0.125210375,Canned,266.8884,1059.9536
STR027,1985,Cold Storage,Medium,Tier 3,NCW42,,Low Fat,0.058185842,Household,220.8456,4199.8664
STR018,2009,Convenience,Medium,Tier 3,FDK15,10.8,Low Fat,0.098814721,Meat,100.5042,1884.8798
STR046,1997,Supermarket,Small,Tier 1,FDX51,9.5,Regular,0.022058724,Meat,196.8452,3523.4136
STR013,1987,Supermarket,High,Tier 3,FDJ20,20.7,Regular,0.100091576,Fruits and Vegetables,125.5388,2105.2596
STR017,2007,Supermarket,Small,Tier 2,DRK59,8.895,Low Fat,0.075876602,Hard Drinks,235.9616,1874.8928
STR018,2009,Convenience,Medium,Tier 3,FDL45,15.6,Low Fat,0.037841362,Snack Foods,125.2704,2628.5784
STR013,1987,Supermarket,High,Tier 3,FDH41,9,Low Fat,0.081943273,Frozen Foods,214.5534,3440.8544
STR045,2002,Supermarket,Small,Tier 2,FDD05,19.35,Low Fat,0.016645164,Frozen Foods,120.9098,1687.1372
STR045,2002,Supermarket,Small,Tier 2,FDZ39,19.7,Regular,0.018061324,Meat,102.599,2063.98
STR019,1985,Grocery Store,Small,Tier 1,FDY35,,Regular,0.028062401,Breads,44.0402,91.8804
STR018,2009,Convenience,Medium,Tier 3,NCE06,5.825,Low Fat,0.091857904,Household,160.7894,1617.894
STR027,1985,Cold Storage,Medium,Tier 3,FDE57,,Low Fat,0.036109413,Fruits and Vegetables,140.6154,4538.0928
STR018,2009,Convenience,Medium,Tier 3,FDD33,12.85,Low Fat,0.108633372,Fruits and Vegetables,233.8642,2323.642
STR045,2002,Supermarket,Small,Tier 2,FDQ10,12.85,Low Fat,0.03324652,Snack Foods,172.4422,4483.4972
STR013,1987,Supermarket,High,Tier 3,FDN15,17.5,Low Fat,0.016720132,Meat,139.918,419.454
STR046,1997,Supermarket,Small,Tier 1,FDS50,17,Low Fat,0.055433377,Dairy,221.1114,4434.228
STR046,1997,Supermarket,Small,Tier 1,FDX21,7.05,Low Fat,0.084966021,Snack Foods,111.1912,1965.4416
STR035,2004,Supermarket,Small,Tier 2,FDL58,5.78,Regular,0.074135053,Snack Foods,264.0568,2109.2544
STR035,2004,Supermarket,Small,Tier 2,FDK09,15.2,Low Fat,0.091745951,Snack Foods,229.0352,2290.352
STR027,1985,Cold Storage,Medium,Tier 3,FDS08,,Low Fat,0.056685383,Fruits and Vegetables,178.437,3175.866
STR035,2004,Supermarket,Small,Tier 2,FDE20,11.35,Regular,0.00552947,Fruits and Vegetables,169.279,2376.906
STR045,2002,Supermarket,Small,Tier 2,FDF04,17.5,Low Fat,0.013664703,Frozen Foods,257.7304,5683.2688
STR049,1999,Supermarket,Medium,Tier 1,FDA50,16.25,Low Fat,0.087310672,Dairy,95.541,1544.656
STR049,1999,Supermarket,Medium,Tier 1,FDX08,12.85,Low Fat,0.022639195,Fruits and Vegetables,179.7318,2165.1816
STR027,1985,Cold Storage,Medium,Tier 3,FDD05,,Low Fat,0.016531033,Frozen Foods,122.4098,3012.745
STR018,2009,Convenience,Medium,Tier 3,FDG41,8.84,Regular,0.076873991,Frozen Foods,109.9228,1547.3192
STR027,1985,Cold Storage,Medium,Tier 3,FDU39,,Low Fat,0.035863436,Meat,58.3562,1125.8678
STR046,1997,Supermarket,Small,Tier 1,NCQ43,17.75,Low Fat,0.111301625,Others,107.5912,1528.6768
STR045,2002,Supermarket,Small,Tier 2,NCY42,6.38,Low Fat,0.015193323,Household,143.347,858.882
STR027,1985,Cold Storage,Medium,Tier 3,FDF26,,Regular,0.046408928,Canned,153.2998,3998.7948
STR035,2004,Supermarket,Small,Tier 2,FDC20,10.65,Low Fat,0,Fruits and Vegetables,57.1272,279.636
STR046,1997,Supermarket,Small,Tier 1,FDX14,13.1,Low Fat,0.07494003,Dairy,75.0354,902.8248
STR027,1985,Cold Storage,Medium,Tier 3,DRC49,,Low Fat,0.065119701,Soft Drinks,145.7128,4026.7584
STR017,2007,Supermarket,Small,Tier 2,FDM40,10.195,Low Fat,0,Frozen Foods,143.1154,2410.8618
STR017,2007,Supermarket,Small,Tier 2,FDE10,6.67,Regular,0.090456903,Snack Foods,131.2626,2098.6016
STR045,2002,Supermarket,Small,Tier 2,NCU17,5.32,Low Fat,0.093071679,Health and Hygiene,103.8674,509.337
STR027,1985,Cold Storage,Medium,Tier 3,FDB36,3.2,Regular,0.048292189,Baking Goods,133.1626,2492.0894
STR018,2009,Convenience,Medium,Tier 3,DRF13,12.1,Low Fat,0.029902679,Soft Drinks,144.3444,1161.1552
STR018,2009,Convenience,Medium,Tier 3,FDL13,13.85,Regular,0.056547986,Breakfast,232.73,6291.81
STR049,1999,Supermarket,Medium,Tier 1,NCH55,16.35,Low Fat,0.034726222,Household,125.602,3036.048
STR013,1987,Supermarket,High,Tier 3,NCF18,18.35,Low Fat,0.088908547,Household,192.8504,2876.256
STR010,1998,Grocery Store,Small,Tier 3,FDC09,15.5,Regular,0.044024163,Fruits and Vegetables,102.0332,102.5332
STR046,1997,Supermarket,Small,Tier 1,FDV09,12.1,Low Fat,0.020568574,Snack Foods,150.4734,2078.6276
STR035,2004,Supermarket,Small,Tier 2,FDV09,12.1,Low Fat,0.020564685,Snack Foods,148.2734,3266.4148
STR013,1987,Supermarket,High,Tier 3,FDU16,19.25,Regular,0.058226609,Frozen Foods,85.2908,671.1264
STR046,1997,Supermarket,Small,Tier 1,FDD26,8.71,Regular,0.072155462,Canned,183.3924,3146.5708
STR013,1987,Supermarket,High,Tier 3,NCA29,10.5,Low Fat,0.027253711,Household,170.9106,3251.1014
STR018,2009,Convenience,Medium,Tier 3,FDZ26,11.6,Regular,0.144604071,Dairy,240.8222,3585.333
STR010,1998,Grocery Store,Small,Tier 3,FDT56,16,Regular,0.193477995,Fruits and Vegetables,55.9246,405.4722
STR045,2002,Supermarket,Small,Tier 2,FDF22,6.865,Low Fat,0.056945936,Snack Foods,214.6218,1923.4962
STR045,2002,Supermarket,Small,Tier 2,FDH21,10.395,Low Fat,0.031288338,Seafood,159.5604,2852.2872
STR046,1997,Supermarket,Small,Tier 1,FDD44,8.05,Regular,0.078400465,Fruits and Vegetables,259.0646,4380.2982
STR017,2007,Supermarket,Small,Tier 2,FDS56,5.785,Regular,0.038976089,Fruits and Vegetables,264.2252,3934.878
STR049,1999,Supermarket,Medium,Tier 1,FDF21,10.3,Regular,0.058918844,Fruits and Vegetables,191.653,5313.084
STR018,2009,Convenience,Medium,Tier 3,FDM44,12.5,Low Fat,0.031176157,Fruits and Vegetables,103.099,722.393
STR049,1999,Supermarket,Medium,Tier 1,DRK01,7.63,Low Fat,0.061159246,Soft Drinks,92.5436,1607.2412
STR035,2004,Supermarket,Small,Tier 2,FDO22,13.5,Regular,0,Snack Foods,78.396,1438.128
STR045,2002,Supermarket,Small,Tier 2,FDP57,17.5,Low Fat,0.052550476,Snack Foods,101.299,722.393
STR019,1985,Grocery Store,Small,Tier 1,DRF49,,Low Fat,0.124448295,Soft Drinks,112.0518,113.8518
STR018,2009,Convenience,Medium,Tier 3,DRK11,8.21,Low Fat,0.010808272,Hard Drinks,150.5392,1043.9744
STR018,2009,Convenience,Medium,Tier 3,FDT51,11.65,Regular,0.010963269,Meat,110.9544,335.5632
STR017,2007,Supermarket,Small,Tier 2,FDE58,18.5,Low Fat,0,Snack Foods,119.8124,4029.4216
STR018,2009,Convenience,Medium,Tier 3,FDT23,7.72,Regular,0.075035902,Breads,78.7986,856.8846
STR035,2004,Supermarket,Small,Tier 2,NCT42,5.88,Low Fat,0.024882614,Household,149.4392,1640.5312
STR035,2004,Supermarket,Small,Tier 2,FDJ41,6.85,Low Fat,0.022878953,Frozen Foods,262.3594,3924.891
STR027,1985,Cold Storage,Medium,Tier 3,NCF42,,Low Fat,0.166572501,Household,176.1712,3691.1952
STR013,1987,Supermarket,High,Tier 3,FDA19,7.52,Low Fat,0.055081623,Fruits and Vegetables,128.8994,2055.9904
STR046,1997,Supermarket,Small,Tier 1,FDW09,13.65,Regular,0.025920816,Snack Foods,81.2302,2059.9852
STR027,1985,Cold Storage,Medium,Tier 3,NCO14,,Low Fat,0.029500321,Household,46.2086,802.9548
STR045,2002,Supermarket,Small,Tier 2,FDO39,6.985,Regular,0.137645467,Meat,185.2608,2940.1728
STR027,1985,Cold Storage,Medium,Tier 3,FDR45,,Low Fat,0,Snack Foods,240.6222,4302.3996
STR010,1998,Grocery Store,Small,Tier 3,FDA15,9.3,Low Fat,0.026818196,Dairy,248.9092,498.0184
STR013,1987,Supermarket,High,Tier 3,FDY13,12.1,Low Fat,0.030102335,Canned,74.767,2220.443
STR018,2009,Convenience,Medium,Tier 3,FDY31,5.98,Low Fat,0.043740308,Fruits and Vegetables,145.3418,2354.2688
STR049,1999,Supermarket,Medium,Tier 1,NCS29,9,Low Fat,0.069653585,Health and Hygiene,266.2884,2914.8724
STR018,2009,Convenience,Medium,Tier 3,FDJ52,7.145,Low Fat,0.01785932,Frozen Foods,160.6578,2246.4092
STR045,2002,Supermarket,Small,Tier 2,NCX41,19,Low Fat,0.017755213,Health and Hygiene,211.7244,2752.4172
STR045,2002,Supermarket,Small,Tier 2,FDQ36,7.855,Regular,0.161875063,Baking Goods,35.6848,335.5632
STR035,2004,Supermarket,Small,Tier 2,FDV35,19.5,Low Fat,0.128181759,Breads,156.1314,2792.3652
STR046,1997,Supermarket,Small,Tier 1,FDE02,8.71,Low Fat,0.121250374,Canned,92.7778,1032.6558
STR018,2009,Convenience,Medium,Tier 3,FDA34,11.5,Low Fat,0.014921093,Starchy Foods,173.908,1211.756
STR049,1999,Supermarket,Medium,Tier 1,NCL42,18.85,Low Fat,0.040434372,Household,244.3144,5635.3312
STR045,2002,Supermarket,Small,Tier 2,FDE14,13.65,Regular,0.031508924,Canned,98.77,1697.79
STR049,1999,Supermarket,Medium,Tier 1,DRD25,6.135,Low Fat,0.079094835,Soft Drinks,114.386,1018.674
STR018,2009,Convenience,Medium,Tier 3,DRF01,5.655,Low Fat,0.175793413,Soft Drinks,146.9102,1749.7224
STR013,1987,Supermarket,High,Tier 3,FDF39,14.85,Regular,0.019495051,Dairy,261.291,10256.649
STR035,2004,Supermarket,Small,Tier 2,FDP01,20.75,Regular,0.063313974,Breakfast,153.7682,1829.6184
STR018,2009,Convenience,Medium,Tier 3,FDB10,10,Low Fat,0.0674819,Snack Foods,234.859,1181.795
STR035,2004,Supermarket,Small,Tier 2,FDY14,10.3,Low Fat,0.070026951,Dairy,263.6226,6608.065
STR046,1997,Supermarket,Small,Tier 1,FDR57,5.675,Regular,0.023496967,Snack Foods,156.1288,2828.3184
STR018,2009,Convenience,Medium,Tier 3,NCH29,5.51,Low Fat,0,Health and Hygiene,98.9726,1565.9616
STR045,2002,Supermarket,Small,Tier 2,FDJ45,17.75,Low Fat,0.073559521,Seafood,33.9216,830.9184
STR018,2009,Convenience,Medium,Tier 3,FDZ48,17.75,Low Fat,0.07626905,Baking Goods,113.1544,1006.6896
STR045,2002,Supermarket,Small,Tier 2,FDV44,8.365,Regular,0.039925235,Fruits and Vegetables,189.2188,4570.0512
STR019,1985,Grocery Store,Small,Tier 1,FDR01,,Regular,0.093883945,Canned,200.4742,398.1484
STR013,1987,Supermarket,High,Tier 3,FDZ57,10,Regular,0.03773288,Snack Foods,128.2994,1413.4934
STR049,1999,Supermarket,Medium,Tier 1,FDI08,18.2,Regular,0.066400129,Fruits and Vegetables,250.1092,5727.2116
STR035,2004,Supermarket,Small,Tier 2,DRA24,19.35,Regular,0.039920687,Soft Drinks,163.3868,3439.5228
STR027,1985,Cold Storage,Medium,Tier 3,FDS39,,Low Fat,0.022351808,Meat,143.7812,4986.842
STR013,1987,Supermarket,High,Tier 3,NCL31,7.39,Low Fat,0.120180894,Others,141.447,2290.352
STR049,1999,Supermarket,Medium,Tier 1,FDD34,7.945,Low Fat,0.015900971,Snack Foods,163.821,1794.331
STR046,1997,Supermarket,Small,Tier 1,FDC34,16,Regular,0.172759093,Snack Foods,157.0972,4673.916
STR046,1997,Supermarket,Small,Tier 1,NCK05,20.1,Low Fat,0.077454252,Health and Hygiene,59.2536,735.0432
STR010,1998,Grocery Store,Small,Tier 3,FDB32,20.6,Low Fat,0.039255412,Fruits and Vegetables,94.4778,93.8778
STR017,2007,Supermarket,Small,Tier 2,FDC03,8.575,Regular,0.072252888,Dairy,196.5794,5267.1438
STR018,2009,Convenience,Medium,Tier 3,FDO19,17.7,Regular,0.016664252,Fruits and Vegetables,47.9034,729.051
STR010,1998,Grocery Store,Small,Tier 3,FDZ28,20,Regular,0.086187886,Frozen Foods,125.4678,127.1678
STR010,1998,Grocery Store,Small,Tier 3,FDK28,5.695,Low Fat,0.109784056,Frozen Foods,256.0646,1288.323
STR018,2009,Convenience,Medium,Tier 3,NCU30,5.11,Low Fat,0,Household,164.721,3588.662
STR045,2002,Supermarket,Small,Tier 2,FDV57,15.25,Regular,0,Snack Foods,178.166,4853.682
STR027,1985,Cold Storage,Medium,Tier 3,FDB02,,Regular,0.029023048,Canned,177.837,6704.606
STR013,1987,Supermarket,High,Tier 3,FDD52,18.25,Regular,0.183142346,Dairy,110.357,2087.283
STR013,1987,Supermarket,High,Tier 3,FDN34,15.6,Regular,0,Snack Foods,170.6132,6595.4148
STR049,1999,Supermarket,Medium,Tier 1,FDB50,13,Low Fat,0.153857402,Canned,76.3986,778.986
STR049,1999,Supermarket,Medium,Tier 1,FDS55,7.02,Low Fat,0.081290366,Fruits and Vegetables,147.3734,2524.0478
STR046,1997,Supermarket,Small,Tier 1,FDR21,19.7,Low Fat,0.066935459,Snack Foods,177.537,3175.866
STR049,1999,Supermarket,Medium,Tier 1,NCD07,9.1,Low Fat,0.055514919,Household,112.5518,341.5554
STR010,1998,Grocery Store,Small,Tier 3,FDO11,8,Regular,0.050657232,Breads,249.9092,249.0092
STR018,2009,Convenience,Medium,Tier 3,NCC54,17.75,Low Fat,0.098108957,Health and Hygiene,240.9196,4579.3724
STR049,1999,Supermarket,Medium,Tier 1,FDV35,19.5,Low Fat,0.128405328,Breads,156.4314,2326.971
STR046,1997,Supermarket,Small,Tier 1,NCU29,7.685,Low Fat,0.025477448,Health and Hygiene,145.276,3515.424
STR010,1998,Grocery Store,Small,Tier 3,NCZ53,9.6,Low Fat,0.040969757,Health and Hygiene,188.7214,376.8428
STR010,1998,Grocery Store,Small,Tier 3,DRE03,19.6,Low Fat,0.040550868,Dairy,45.5718,47.2718
STR010,1998,Grocery Store,Small,Tier 3,FDZ09,17.6,Low Fat,0.175545889,Snack Foods,163.6868,163.7868
STR045,2002,Supermarket,Small,Tier 2,FDE40,15.6,Regular,0.099344826,Dairy,63.6194,743.0328
STR049,1999,Supermarket,Medium,Tier 1,NCS18,12.65,Low Fat,0.042276746,Household,108.4938,1500.7132
STR027,1985,Cold Storage,Medium,Tier 3,FDX24,3.2,Low Fat,0.013861607,Baking Goods,94.4462,2036.0164
STR027,1985,Cold Storage,Medium,Tier 3,FDS34,,Regular,0.076387367,Snack Foods,112.1518,3870.9612
STR045,2002,Supermarket,Small,Tier 2,NCS53,14.5,Low Fat,0.08996026,Health and Hygiene,159.5604,1426.1436
STR018,2009,Convenience,Medium,Tier 3,FDH38,6.425,Low Fat,0.010480751,Canned,116.5808,2460.7968
STR045,2002,Supermarket,Small,Tier 2,DRM35,9.695,Low Fat,0.070587419,Hard Drinks,176.9344,5888.3352
STR013,1987,Supermarket,High,Tier 3,DRI25,19.6,Low Fat,0.03387323,Soft Drinks,56.1614,828.921
STR035,2004,Supermarket,Small,Tier 2,NCP06,20.7,Low Fat,0.039238384,Household,152.8366,2569.3222
STR017,2007,Supermarket,Small,Tier 2,FDT02,12.6,Low Fat,0.024331586,Dairy,34.9874,529.311
STR013,1987,Supermarket,High,Tier 3,NCP14,8.275,Low Fat,0.110197977,Household,104.2306,3658.571
STR019,1985,Grocery Store,Small,Tier 1,NCD43,,Low Fat,0.028048877,Household,106.1964,210.3928
STR013,1987,Supermarket,High,Tier 3,FDP20,19.85,Low Fat,0.045631231,Fruits and Vegetables,128.102,1265.02
STR010,1998,Grocery Store,Small,Tier 3,FDK04,7.36,Low Fat,0.087559621,Frozen Foods,55.2588,229.0352
STR010,1998,Grocery Store,Small,Tier 3,FDQ15,20.35,Regular,0.252865979,Meat,82.7276,162.4552
STR049,1999,Supermarket,Medium,Tier 1,FDE11,17.7,Regular,0.135306012,Starchy Foods,183.7924,2221.1088
STR019,1985,Grocery Store,Small,Tier 1,FDN01,,Low Fat,0.126760908,Breakfast,176.937,352.874
STR035,2004,Supermarket,Small,Tier 2,FDC29,8.39,Regular,0.024201084,Frozen Foods,112.6176,2175.8344
STR035,2004,Supermarket,Small,Tier 2,FDC48,9.195,Low Fat,0.015856295,Baking Goods,81.6592,1403.5064
STR035,2004,Supermarket,Small,Tier 2,DRF27,8.93,Low Fat,0.028411899,Dairy,152.334,2143.876
STR013,1987,Supermarket,High,Tier 3,NCB55,15.7,Low Fat,0.160529322,Household,59.2562,296.281
STR017,2007,Supermarket,Small,Tier 2,NCX30,16.7,Low Fat,0.026771204,Household,246.3776,1981.4208
STR027,1985,Cold Storage,Medium,Tier 3,DRN36,,Low Fat,0.049934854,Soft Drinks,95.0752,2588.6304
STR017,2007,Supermarket,Small,Tier 2,FDP08,20.5,Regular,0.113045883,Fruits and Vegetables,194.1478,2906.217
STR027,1985,Cold Storage,Medium,Tier 3,NCD31,,Low Fat,0.015359722,Household,163.7526,1973.4312
STR017,2007,Supermarket,Small,Tier 2,FDK45,11.65,Low Fat,0.034049703,Seafood,112.286,452.744
STR049,1999,Supermarket,Medium,Tier 1,DRE49,20.75,Low Fat,0.02128304,Soft Drinks,153.5024,2428.8384
STR027,1985,Cold Storage,Medium,Tier 3,FDU52,,Low Fat,0.063462048,Frozen Foods,157.563,1721.093
STR010,1998,Grocery Store,Small,Tier 3,FDD53,16.2,Low Fat,0.074019393,Frozen Foods,41.7454,83.8908
STR045,2002,Supermarket,Small,Tier 2,FDF11,10.195,Regular,0.017666978,Starchy Foods,239.4538,4566.7222
STR019,1985,Grocery Store,Small,Tier 1,NCR30,,Low Fat,0.124299531,Household,73.4696,298.2784
STR013,1987,Supermarket,High,Tier 3,FDD03,13.3,Low Fat,0.079739853,Dairy,233.03,5359.69
STR049,1999,Supermarket,Medium,Tier 1,FDF09,6.215,Low Fat,0.012167793,Fruits and Vegetables,37.4848,111.8544
STR018,2009,Convenience,Medium,Tier 3,FDS33,6.67,Regular,0,Snack Foods,90.5514,974.0654
STR017,2007,Supermarket,Small,Tier 2,FDK03,12.6,Regular,0.074338562,Dairy,255.5356,9664.7528
STR035,2004,Supermarket,Small,Tier 2,FDD29,12.15,Low Fat,0.018407033,Frozen Foods,254.7698,5834.4054
STR049,1999,Supermarket,Medium,Tier 1,FDD02,16.6,Low Fat,0.050369191,Canned,117.2124,1422.1488
STR027,1985,Cold Storage,Medium,Tier 3,FDF29,,Regular,0.019837655,Frozen Foods,128.131,1687.803
STR046,1997,Supermarket,Small,Tier 1,FDP59,20.85,Regular,0.056465714,Breads,103.6648,2285.0256
STR035,2004,Supermarket,Small,Tier 2,NCN17,11,Low Fat,0.054928641,Health and Hygiene,101.7358,1508.037
STR049,1999,Supermarket,Medium,Tier 1,NCM55,15.6,Low Fat,0.066829875,Others,185.5924,3146.5708
STR019,1985,Grocery Store,Small,Tier 1,FDD39,,Low Fat,0.122832172,Dairy,217.685,432.77
STR017,2007,Supermarket,Small,Tier 2,FDS02,10.195,Regular,0.146692433,Dairy,194.5794,4096.6674
STR045,2002,Supermarket,Small,Tier 2,FDN16,12.6,Regular,0.062827447,Frozen Foods,105.099,1444.786
STR049,1999,Supermarket,Medium,Tier 1,FDM21,20.2,Low Fat,0.064464147,Snack Foods,255.7646,5410.9566
STR018,2009,Convenience,Medium,Tier 3,FDJ04,18,Low Fat,0.124959013,Frozen Foods,116.5124,355.5372
STR049,1999,Supermarket,Medium,Tier 1,FDT50,6.75,Regular,0,Dairy,96.7752,1342.2528
STR018,2009,Convenience,Medium,Tier 3,FDM27,12.35,Regular,0.15911489,Meat,158.1946,1104.5622
STR045,2002,Supermarket,Small,Tier 2,FDT19,7.59,Regular,0.145335007,Fruits and Vegetables,173.108,2077.296
STR049,1999,Supermarket,Medium,Tier 1,FDQ39,14.8,Low Fat,0.081168135,Meat,190.5846,3630.6074
STR046,1997,Supermarket,Small,Tier 1,NCU30,5.11,Low Fat,0.034874689,Household,161.721,2446.815
STR046,1997,Supermarket,Small,Tier 1,FDY27,6.38,Low Fat,0.031898175,Dairy,177.4344,1784.344
STR046,1997,Supermarket,Small,Tier 1,FDW14,8.3,Regular,0.038211537,Dairy,87.7198,1569.9564
